trust_1	populism_1	populism_2	populism_3	populism_4	populism_5	age	gender	hhi	hispanic	cov_beh_sum	cons_biowpn	cons_covax	cons_biowpn_dummy	cons_covax_dummy	white	highered	idlg	pid3	pid2	md_radio	md_national	md_broadcast	md_localtv	md_localpap	md_fox	md_con	md_agg	weight	rw_news	ms_news
3	3	2	3	3	2	33	2	9	0	1.0	3.0	3.0	1.0	1.0	1.0	1.0	4.0	3.0	2.0	3.0	2.0	3.0	3.0	2.0	3.0	3.0	3.0	0.68068993	3.0	2.6666667
4	3	3	3	2	2	79	2	6	0	15.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	3.0	3.0	3.0	1.0	4.0	1.0	1.0	1.0	0.68068993	1.0	2.5
3	2	2	2	2	2	37	1	3	0	2.0	4.0	2.0	1.0	0.0	1.0	0.0	2.0	1.0	1.0	3.0	3.0	4.0	3.0	3.0	3.0	3.0	4.0	0.9664874	3.0	3.3333333
3	3	4	3	3	3	39	2	2	0	15.0	2.0	3.0	0.0	1.0	1.0	0.0	6.0	2.0	2.0	2.0	3.0	4.0	4.0	4.0	3.0	2.0	1.0	0.9664874	2.5	3.0
4	4	4	3	3	2	48	2	1	0	5.0	2.0	2.0	0.0	0.0	1.0	1.0	4.0	1.0	1.0	1.0	1.0	3.0	3.0	1.0	1.0	1.0	1.0	0.68068993	1.0	1.6666666
3	3	3	2	3	3	47	2	4	1	13.0	3.0	3.0	1.0	1.0	0.0	0.0	4.0	1.0	1.0	1.0	1.0	1.0	3.0	1.0	1.0	1.0	4.0	1.8511235	1.0	1.8333334
3	3	3	3	2	4	40	1	18	0	3.0	3.0	2.0	1.0	0.0	0.0	0.0	4.0	1.0	1.0	3.0	3.0	4.0	4.0	4.0	3.0	4.0	3.0	1.4648074	3.5	3.5
3	3	3	3	3	3	34	1	10	1	1.0	3.0	3.0	1.0	1.0	0.0	1.0		1.0	1.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	1.3037325	3.0	3.0
3	4	4	3	3	3	18	2	13	0	5.0	3.0	3.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	3.0	3.0	3.0	3.0	4.0	3.0	3.0	3.0	1.4648074	3.0	3.1666667
4	1	2	3	3	3	36	1	7	0	4.0	3.0	3.0	1.0	1.0	0.0	1.0	7.0	1.0	1.0	3.0	3.0	4.0	4.0	3.0	2.0	1.0	3.0	1.0316527	1.5	3.3333333
3	3	3	3	3	3	45	2	11	0	18.0	2.0	2.0	0.0	0.0	1.0	1.0	4.0	1.0	1.0	1.0	1.0	2.0	3.0	3.0	3.0	1.0	1.0	0.68068993	2.0	1.8333334
1	4	4	1	1	4	43	1	3	1	18.0	4.0	3.0	1.0	1.0	0.0	0.0	7.0	3.0	2.0	1.0	1.0	1.0	4.0	1.0	4.0	3.0	4.0	1.8511235	3.5	2.0
4	3	3	4	2	1	41	2	1	0	14.0	3.0	2.0	1.0	0.0	0.0	0.0	6.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	3.0	1.4648074	1.0	1.3333334
1	3	3	3	3	4	40	2	12	0	6.0	1.0	4.0	0.0	1.0	1.0	1.0	4.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.68068993	1.0	1.0
3	3	3	3	3	2	61	2	6	0	14.0	1.0	1.0	0.0	0.0	1.0	0.0	4.0	2.0		1.0	2.0	4.0	4.0	1.0	1.0	1.0	2.0	0.9664874	1.0	2.3333333
2	3	2	3	3	2	27	2	9	0	21.0	3.0	2.0	1.0	0.0	0.0	0.0	4.0	1.0	1.0	2.0	3.0	2.0	3.0	2.0	4.0	3.0	2.0	1.4648074	3.5	2.3333333
4	3	3	3	3	2	30	2	8	0	14.0	3.0	3.0	1.0	1.0	1.0	0.0	6.0	3.0	2.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	0.9664874	4.0	4.0
4	2	4	2	3	2	59	1	2	0	7.0	1.0	1.0	0.0	0.0	1.0	0.0	2.0	1.0	1.0	1.0	1.0	1.0	3.0	3.0	1.0	1.0	4.0	0.9664874	1.0	2.1666667
3	3	4	3	2	4	32	1	1	0	7.0	4.0	2.0	1.0	0.0		1.0	2.0	1.0	1.0	3.0	3.0	3.0	2.0	4.0	4.0	4.0	3.0		4.0	3.0
3	3	3	3	3	3	33	1	3	1	1.0	2.0	2.0	0.0	0.0	1.0	0.0	4.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.2213807	1.0	1.0
4	2	2	3	2	2	63	2	4	0	16.0	2.0	1.0	0.0	0.0	1.0	0.0	6.0	2.0	2.0	3.0	4.0	4.0	4.0	3.0	2.0	2.0	1.0	0.9664874	2.0	3.1666667
4	4	3	4	3	4	33	1	20	0	1.0	4.0	3.0	1.0	1.0	1.0	1.0	7.0	3.0	2.0	4.0	3.0	4.0	3.0	4.0	3.0	3.0	3.0	0.68068993	3.0	3.5
4	3	4	3	1	1	37	1	3	0	16.0	1.0	1.0	0.0	0.0	1.0	0.0	2.0	1.0	1.0	4.0	4.0	4.0	4.0	4.0	2.0	2.0	4.0	0.9664874	2.0	4.0
4	3	3	2	2	2	36	1	1	0	16.0	2.0	2.0	0.0	0.0	1.0	0.0	4.0	3.0	2.0	4.0	4.0	4.0	4.0	4.0	4.0	2.0	4.0	0.9664874	3.0	4.0
3	3	4	3	1	1	29	1	8	0	19.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	3.0	3.0	4.0	4.0	2.0	1.0	1.0	2.0	0.68068993	1.0	3.0
4	2	3	2	3	3	39	1	12	0	11.0	1.0	1.0	0.0	0.0	1.0	1.0	3.0	1.0	1.0	3.0	1.0	2.0	2.0	1.0	1.0	1.0	3.0	0.68068993	1.0	2.0
3	3	2	3	4	3	34	1	14	0	4.0	3.0	4.0	1.0	1.0	1.0	1.0	6.0	3.0	2.0	3.0	3.0	4.0	3.0	2.0	3.0	4.0	4.0	0.68068993	3.5	3.1666667
3	4	4	4	1	2	72	1	13	0	11.0	3.0	1.0	1.0	0.0	1.0	1.0	7.0	3.0	2.0	1.0	1.0	1.0	4.0	2.0	4.0	4.0	1.0	0.68068993	4.0	1.6666666
4	3	4	1	3	3	58	2	4	0	6.0	1.0	1.0	0.0	0.0	1.0	1.0	6.0	2.0	2.0	4.0	1.0	2.0	2.0	2.0	2.0	2.0	1.0	0.68068993	2.0	2.0
4	4	4	3	2	1	39	2	1	0	15.0	1.0	1.0	0.0	0.0	1.0	1.0	2.0	1.0	1.0	4.0	3.0	2.0	2.0	3.0	1.0	1.0	2.0	0.68068993	1.0	2.6666667
3	3	3	2	2	2	41	2	12	0	16.0	2.0	2.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	2.0	2.0	3.0	2.0	2.0	1.0	3.0	0.9664874	1.5	2.1666667
1	1	2	2	3	2	30	1	13	0	7.0	3.0	2.0	1.0	0.0	0.0	1.0	2.0	2.0	1.0	1.0	2.0	4.0	3.0	3.0	1.0	2.0	2.0	1.0316527	1.5	2.5
3	3	2	3	3	3	32	1	2	0	2.0	1.0	2.0	0.0	0.0	1.0	0.0	2.0	1.0	1.0	1.0	2.0	1.0	3.0	1.0	2.0	2.0	1.0	0.9664874	2.0	1.5
3	1	1	1	3	3	49	2	5	1	14.0	2.0	2.0	0.0	0.0	0.0	0.0	4.0	2.0	1.0	1.0	3.0	3.0	4.0	3.0	3.0	3.0	3.0	1.8511235	3.0	2.8333333
4	3	4	2	1	1	21	2		0	15.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	3.0	4.0	2.0	2.0	3.0	1.0	1.0	3.0	0.68068993	1.0	2.8333333
3	3	4	3	4	2	52	2	2	0	11.0	3.0	3.0	1.0	1.0	1.0	0.0				2.0	1.0	3.0	4.0	1.0	3.0	1.0	1.0	0.9664874	2.0	2.0
4	3	4	2	2	1	83	2	13	0	11.0	1.0	1.0	0.0	0.0	1.0	0.0	4.0	2.0	1.0	1.0	1.0	4.0	4.0	3.0	1.0	1.0	1.0	0.9664874	1.0	2.3333333
3	3	4	3	3	3	27	2	5	1	9.0	2.0	3.0	0.0	1.0	0.0	1.0	4.0	1.0	1.0	1.0	1.0	2.0	2.0	1.0	1.0	1.0	1.0	1.3037325	1.0	1.3333334
2	2	2	2	2	2	33	2	2	0	4.0	2.0	2.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	3.0	1.0	1.0	1.0	1.0	1.4648074	1.0	1.3333334
3	2	4	3	1	1	29	2	6	0	19.0	3.0	1.0	1.0	0.0	1.0	0.0	5.0	3.0	2.0	3.0	2.0	4.0	4.0	2.0	4.0	3.0	2.0	0.9664874	3.5	2.8333333
3	3	4	4	2	2	38	2	3	0	15.0	3.0	3.0	1.0	1.0	1.0	1.0	4.0	1.0	1.0	2.0	1.0	3.0	4.0	3.0	1.0	1.0	2.0	0.68068993	1.0	2.5
3	4	4	4	3	2	40	2	3	0	17.0	3.0	3.0	1.0	1.0	1.0	1.0		2.0	1.0	3.0	2.0	4.0	3.0	2.0	2.0	2.0	2.0	0.68068993	2.0	2.6666667
3	3	3	2	3	3	57	1	1	0	1.0	3.0	1.0	1.0	0.0	1.0	0.0	6.0	3.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	4.0	1.0	0.9664874	2.5	1.0
3	4	4	3	4	1	36	1	5	0	6.0	1.0	1.0	0.0	0.0	1.0	1.0	2.0	1.0	1.0	1.0	3.0	3.0	3.0	3.0	1.0	1.0	3.0	0.68068993	1.0	2.6666667
3	3	3	3	3	2	33	2	3	0	8.0	3.0	3.0	1.0	1.0	1.0	0.0	3.0	2.0	1.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	0.9664874	3.0	3.0
3	3	3	3	3	2	73	2	14	0	9.0	2.0	3.0	0.0	1.0	1.0	0.0	4.0	1.0	1.0	1.0	3.0	3.0	4.0	4.0	3.0	1.0	3.0	0.9664874	2.0	3.0
4	3	3	3	2	2	39	2	2	1	16.0	2.0	2.0	0.0	0.0		1.0	5.0	3.0	2.0	3.0	4.0	4.0	4.0	3.0	2.0	2.0	3.0		2.0	3.5
4	4	4	4	4	4	20	1	1	0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	3.0	1.0	1.0	3.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.68068993	1.0	1.3333334
3	2	3	3	3	2	37	1	7	0	15.0	2.0	3.0	0.0	1.0	1.0	1.0	4.0			2.0	3.0	1.0	2.0	1.0	3.0	3.0	1.0	0.68068993	3.0	1.6666666
2	4	4	4	3	2	33	2	10	0	18.0	4.0	3.0	1.0	1.0	0.0	1.0	4.0	1.0	1.0	3.0	3.0	4.0	4.0	3.0	4.0	3.0	3.0	1.0316527	3.5	3.3333333
1	4	2	2	2	2	41	2	2	0	1.0	1.0	1.0	0.0	0.0	1.0	0.0		2.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9664874	1.0	1.0
3	3	3	4	3	2	28	2	1	0	3.0	2.0	2.0	0.0	0.0	1.0	0.0				2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9664874	1.0	1.1666666
4	3	4	3	3	2	57	2	6	0	10.0	3.0	3.0	1.0	1.0	1.0	0.0	2.0	2.0	1.0	1.0	1.0	3.0	4.0	1.0	1.0	1.0	1.0	0.9664874	1.0	1.8333334
3	3	4	3	4	4	42	1	5	0	7.0	4.0	3.0	1.0	1.0	1.0	0.0	2.0	1.0	1.0	3.0	3.0	4.0	4.0	4.0	3.0	4.0	3.0	0.9664874	3.5	3.5
4	3	4	1	1	1	62	2	2	1	21.0	3.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	3.0	3.0	4.0	4.0	3.0	1.0	1.0	3.0	1.3037325	1.0	3.3333333
3	2	3	3	3	2	30	2	6	1	5.0	2.0	2.0	0.0	0.0	0.0	1.0	5.0	1.0	1.0	3.0	3.0	3.0	4.0	4.0	3.0	2.0	2.0	1.3037325	2.5	3.1666667
4	4	4	3	4	3	42	1	21	0	11.0	4.0	3.0	1.0	1.0	1.0	1.0	6.0	3.0	2.0	3.0	4.0	3.0	4.0	3.0	4.0	4.0	4.0	0.68068993	4.0	3.5
3	2	3	3	3	3	26	2	1	0	5.0	1.0	1.0	0.0	0.0	0.0	0.0	4.0	1.0	1.0	1.0	1.0	4.0	4.0	1.0	1.0	1.0	4.0	1.4648074	1.0	2.5
4	3	3	3	2	3	53	2	10	0	9.0	3.0	2.0	1.0	0.0		1.0	5.0	2.0	1.0	3.0	3.0	3.0	3.0	3.0	3.0	1.0	1.0		2.0	2.6666667
4	4	4	4	4	4	21	1	10	0	3.0	3.0	2.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	3.0	4.0	4.0	1.0	2.0	1.0	1.0	0.9664874	1.5	2.3333333
4	3	3	3	1	1	64	2	12	0	17.0	1.0	1.0	0.0	0.0	1.0	0.0	4.0	1.0	1.0	1.0	3.0	4.0	4.0	4.0	4.0	3.0	4.0	0.9664874	3.5	3.3333333
3	4	4	3	4	4	58	1	6	0	1.0	3.0	3.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	2.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	1.0316527	3.0	2.8333333
3	3	3	3	3	2	68	1	4	0	11.0	2.0	2.0	0.0	0.0	1.0	0.0	4.0	2.0	1.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	0.9664874	3.0	3.0
3	3	4	3	1	2	24	1	1	0	5.0	3.0	4.0	1.0	1.0	0.0	1.0	3.0	1.0	1.0	3.0	4.0	3.0	4.0	4.0	2.0	3.0	4.0	1.0316527	2.5	3.6666667
4	2	3	3	1	1	33	1	4	0	2.0	3.0	1.0	1.0	0.0	1.0	0.0	6.0	3.0	2.0	1.0	3.0	3.0	3.0	3.0	3.0	1.0	2.0	0.9664874	2.0	2.5
4	3	3	1	2	1	45	2	7	1	17.0	1.0	1.0	0.0	0.0	0.0	1.0	2.0	1.0	1.0	2.0	3.0	3.0	3.0	3.0	2.0	1.0	3.0	1.3037325	1.5	2.8333333
3	2	2	3	2	3	39	1	13	0	12.0	4.0	3.0	1.0	1.0	1.0	1.0	2.0	3.0	2.0	2.0	3.0	3.0	3.0	3.0	2.0	3.0	2.0	0.68068993	2.5	2.6666667
4	3	2	1	3	1	65	2	10	0	12.0	1.0	1.0	0.0	0.0	1.0	0.0	2.0	1.0	1.0	2.0	1.0	4.0	4.0	4.0	1.0	1.0	1.0	0.9664874	1.0	2.6666667
3	3	2	3	3	3	35	2	6	0	16.0	2.0	2.0	0.0	0.0	0.0	0.0	3.0			2.0	1.0	3.0	4.0	1.0	2.0	1.0	1.0	1.4648074	1.5	2.0
4	4	4	4	4	4	46	2	7	1	1.0	1.0	3.0	0.0	1.0	0.0	0.0	4.0	1.0	1.0	4.0	3.0	4.0	3.0	3.0	3.0	3.0	3.0	1.8511235	3.0	3.3333333
3	4	4	4	4	3	27	1	3	0	19.0	2.0	3.0	0.0	1.0	0.0	0.0	6.0	2.0	2.0	3.0	1.0	4.0	4.0	1.0	1.0	3.0	3.0	1.4648074	2.0	2.6666667
4	4	4	4	4	4	45	2	2	0	21.0	4.0	4.0	1.0	1.0	1.0	1.0	1.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	1.0	4.0	0.68068993	1.5	2.3333333
4	4	4	3	4	3	32	1	14	0	11.0	4.0	4.0	1.0	1.0	1.0	1.0	7.0	3.0	2.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	0.68068993	4.0	4.0
4	3	4	3	2	1	61	1	6	0	6.0	1.0	1.0	0.0	0.0	1.0	1.0		1.0	1.0	4.0	3.0	4.0	4.0	3.0	1.0	1.0	2.0	0.68068993	1.0	3.3333333
4	4	4	3	3	3	36	1	3	0	6.0	1.0	1.0	0.0	0.0	0.0	0.0	4.0	3.0	2.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	1.4648074	4.0	4.0
2	4	4	4	4	1	51	1	4	0	16.0	1.0	1.0	0.0	0.0	1.0	0.0	3.0	1.0	1.0	2.0	3.0	4.0	4.0	4.0	1.0	1.0	2.0	0.9664874	1.0	3.1666667
3	4	3	4	4	1	58	1	3	1	12.0	3.0	4.0	1.0	1.0	1.0	0.0	6.0	3.0	2.0	1.0	2.0	2.0	2.0	2.0	3.0	2.0	2.0	1.2213807	2.5	1.8333334
2	4	4	3	4	4	70	2	1	0	10.0	3.0	2.0	1.0	0.0	1.0	0.0	7.0	3.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9664874	1.0	1.0
2	3	3	3	3	3	53	2	8	0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	2.0	1.0	1.0	3.0	2.0	4.0	4.0	2.0	1.0	2.0	1.0	0.68068993	1.5	2.6666667
3	3	3	3	3	3	28	2	9	0	13.0	3.0	3.0	1.0	1.0	0.0	0.0	4.0			1.0	2.0	3.0	3.0	1.0	3.0	1.0	3.0	1.4648074	2.0	2.1666667
3	3	3	3	2	3	29	1	1	1	1.0	3.0	3.0	1.0	1.0	0.0	1.0	4.0	1.0	1.0	1.0	1.0	3.0	4.0	1.0	3.0	1.0	3.0	1.3037325	2.0	2.1666667
3	2	3	3	2	2	45	2	2	1	7.0	2.0	2.0	0.0	0.0	0.0	0.0	6.0	3.0	2.0	1.0	1.0	2.0	3.0	2.0	1.0	1.0	2.0	1.8511235	1.0	1.8333334
4	1	4	1	2	1	31	1	17	0	18.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	3.0	2.0	3.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	0.68068993	4.0	3.8333333
3	3	4	4	4	2	38	2	1	0	17.0	4.0	2.0	1.0	0.0		0.0	3.0	1.0	1.0	1.0	2.0	3.0	4.0	1.0	4.0	1.0	3.0		2.5	2.3333333
4	4	4	1	1	4	55	1	24	0	7.0	1.0	1.0	0.0	0.0	1.0	1.0	2.0	1.0	1.0	3.0	4.0	4.0	4.0	3.0	1.0	1.0	2.0	0.68068993	1.0	3.3333333
4	3	4	4	1	1	40	2	10	0	9.0	1.0	1.0	0.0	0.0	0.0	1.0	3.0	1.0	1.0	3.0	4.0	4.0	4.0	3.0	1.0	1.0	4.0	1.0316527	1.0	3.6666667
4	3	4	3	3	2	25	2	5	0	14.0	3.0	3.0	1.0	1.0	1.0	0.0	2.0	1.0	1.0	3.0	2.0	4.0	4.0	2.0	2.0	1.0	1.0	0.9664874	1.5	2.6666667
4	2	2	2	3	3	43	2	11	0	21.0	2.0	3.0	0.0	1.0	1.0	1.0		1.0	1.0	3.0	4.0	4.0	4.0	4.0	4.0	2.0	3.0	0.68068993	3.0	3.6666667
4	3	4	2	2	2	69	1	19	0	14.0	2.0	1.0	0.0	0.0	1.0	1.0	7.0	3.0	2.0	2.0	3.0	4.0	3.0	3.0	4.0	3.0	3.0	0.68068993	3.5	3.0
3	3	3	3	2	2	42	2	3	0	6.0	3.0	3.0	1.0	1.0	0.0	0.0				1.0	2.0	2.0	4.0	3.0	1.0	1.0	2.0	1.4648074	1.0	2.3333333
3	2	3	2	2	1	54	2	5	0	2.0	1.0	1.0	0.0	0.0	1.0	1.0	2.0	2.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	3.0	0.68068993	1.0	1.5
3	3	4	3	2	3	63	2	6	0	15.0	4.0	3.0	1.0	1.0	1.0	0.0	7.0	3.0	2.0	1.0	1.0	3.0	4.0	1.0	1.0	1.0	1.0	0.9664874	1.0	1.8333334
4	2	4	3	3	2	54	1	9	0	9.0	3.0	2.0	1.0	0.0	1.0	0.0	6.0	3.0	2.0	3.0	1.0	4.0	4.0	1.0	4.0	3.0	1.0	0.9664874	3.5	2.3333333
4	4	3	2	3	2	66	2	3	0	5.0	3.0	3.0	1.0	1.0	1.0	0.0	7.0	3.0	2.0	2.0	3.0	4.0	4.0	3.0	1.0	2.0	1.0	0.9664874	1.5	2.8333333
4	4	4	3	3	3	52	1	6	0	17.0	2.0	3.0	0.0	1.0	0.0	1.0	4.0	1.0	1.0	1.0	1.0	4.0	4.0	1.0	1.0	1.0	3.0	1.0316527	1.0	2.3333333
4	1	1	2	3	3	18	2	1	0	1.0	3.0	1.0	1.0	0.0	1.0	0.0	5.0	3.0	2.0	1.0	1.0	2.0	2.0	1.0	1.0	3.0	3.0	0.9664874	2.0	1.6666666
4	3	3	2	3	2	43	1	2	0	3.0	3.0	3.0	1.0	1.0	0.0	1.0	3.0	1.0	1.0	2.0	3.0	4.0	4.0	2.0	2.0	1.0	4.0	1.0316527	1.5	3.1666667
3	3	2	2	3	2	31	1	4	0	4.0	2.0	2.0	0.0	0.0	1.0	1.0	3.0	2.0	1.0	3.0	4.0	3.0	4.0	3.0	4.0	3.0	2.0	0.68068993	3.5	3.1666667
3	3	3	3	3	3	41	1	4	0	6.0	3.0	3.0	1.0	1.0	0.0	0.0	2.0	3.0	2.0	4.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	1.4648074	3.0	3.1666667
4	3	4	3	2	1	31	1	5	1	9.0	1.0	3.0	0.0	1.0	0.0	0.0	2.0	1.0	1.0	1.0	2.0	3.0	4.0	2.0	1.0	1.0	3.0	1.8511235	1.0	2.5
4	3	3	4	2	1	60	2	2	0	15.0	3.0	2.0	1.0	0.0	1.0	1.0	2.0	1.0	1.0	4.0	2.0	4.0	4.0	3.0	3.0	1.0	1.0	0.68068993	2.0	3.0
1	2	2	3	3	2	52	2	1	0	1.0	2.0	3.0	0.0	1.0	1.0	0.0				1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9664874	1.0	1.0
4	4	4	3	4	4	45	1	21	0	8.0	4.0	4.0	1.0	1.0	1.0	1.0	6.0	1.0	1.0	4.0	4.0	4.0	3.0	4.0	4.0	4.0	4.0	0.68068993	4.0	3.8333333
4	3	3	1	2	1	38	2	6	0	5.0	3.0	3.0	1.0	1.0	0.0	0.0	7.0	1.0	1.0	4.0	3.0	4.0	4.0	3.0	4.0	1.0	3.0	1.4648074	2.5	3.5
4	3	4	4	3	2	75	2	2	0	11.0	1.0	1.0	0.0	0.0	1.0	0.0	4.0	2.0	1.0	1.0	1.0	4.0	4.0	1.0	1.0	1.0	1.0	0.9664874	1.0	2.0
4	3	4	1	2	1	49	1	14	0	17.0	1.0	1.0	0.0	0.0	1.0	1.0	4.0	1.0	1.0	4.0	4.0	4.0	4.0	3.0	4.0	4.0	4.0	0.68068993	4.0	3.8333333
3	3	1	3	2	3	20	2	1	0	6.0	3.0	2.0	1.0	0.0	1.0	0.0	4.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9664874	1.0	1.0
4	3	4	3	2	1	61	1	1	0	18.0	2.0	1.0	0.0	0.0	1.0	0.0	4.0	2.0	2.0	1.0	1.0	3.0	3.0	1.0	3.0	1.0	1.0	0.9664874	2.0	1.6666666
4	3	4	2	1	2	21	2	1	0	15.0	2.0	1.0	0.0	0.0	1.0	1.0	2.0	1.0	1.0	1.0	3.0	3.0	3.0	2.0	2.0	1.0	3.0	0.68068993	1.5	2.5
3	3	3	3	3	2	42	1	2	0	1.0	3.0	2.0	1.0	0.0	1.0	1.0	4.0	3.0	2.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	0.68068993	3.0	3.0
4	3	4	3	2	2	71	2	15	0	11.0	2.0	2.0	0.0	0.0	1.0	0.0	6.0	1.0	1.0	1.0	2.0	4.0	4.0	4.0	4.0	1.0	1.0	0.9664874	2.5	2.6666667
3	4	3	4	4	3	60	2	10	0	15.0	4.0	4.0	1.0	1.0	1.0	0.0	6.0	2.0	2.0	1.0	1.0	1.0	4.0	4.0	1.0	1.0	1.0	0.9664874	1.0	2.0
4	2	2	2	2	2	75	1	13	0	8.0	1.0	1.0	0.0	0.0	1.0	0.0		2.0	2.0	1.0	1.0	4.0	4.0	1.0	4.0	3.0	1.0	0.9664874	3.5	2.0
2	2	3	3	2	2	28	2	6	0	5.0	3.0	4.0	1.0	1.0	1.0	1.0	6.0	3.0	2.0	2.0	3.0	2.0	1.0	2.0	3.0	2.0	3.0	0.68068993	2.5	2.1666667
4	2	4	1	2	1	34	1	1	0	8.0	2.0	1.0	0.0	0.0	1.0	0.0	6.0	3.0	2.0	3.0	2.0	4.0	3.0	1.0	4.0	4.0	2.0	0.9664874	4.0	2.5
3	3	4	3	4	1	35	1	20	0	11.0	1.0	1.0	0.0	0.0	1.0	0.0	5.0	3.0	2.0	2.0	3.0	4.0	3.0	3.0	3.0	3.0	4.0	0.9664874	3.0	3.1666667
3	2	3	2	2	2	61	2	8	0	18.0	1.0	1.0	0.0	0.0	1.0	0.0	4.0	1.0	1.0	4.0	1.0	4.0	4.0	4.0	1.0	1.0	1.0	0.9664874	1.0	3.0
2	3	3	3	3	3	55	1	2	0	3.0	1.0	2.0	0.0	0.0	1.0	0.0	4.0	1.0	1.0	1.0	1.0	4.0	4.0	3.0	4.0	1.0	1.0	0.9664874	2.5	2.3333333
4	3	3	4	3	3	55	2	1	0	6.0	1.0	1.0	0.0	0.0	1.0	0.0	4.0	3.0	2.0	1.0	4.0	4.0	4.0	2.0	1.0	1.0	1.0	0.9664874	1.0	2.6666667
3	3	3	3	2	2	45	2	6	0	17.0	3.0	2.0	1.0	0.0	1.0	0.0	3.0	2.0	2.0	4.0	4.0	4.0	4.0	4.0	2.0	3.0	3.0	0.9664874	2.5	3.8333333
4	2	3	3	1	1	45	1	24	0	12.0	2.0	1.0	0.0	0.0	1.0	1.0	4.0	3.0	2.0	3.0	3.0	2.0	3.0	1.0	2.0	1.0	3.0	0.68068993	1.5	2.5
4	4	4	4	4	2	74	1	2	0	14.0	4.0	4.0	1.0	1.0	1.0	0.0	2.0	1.0	1.0	1.0	1.0	1.0	3.0	1.0	1.0	1.0	1.0	0.9664874	1.0	1.3333334
4	3	3	2	2	1	49	2	8	0	5.0	1.0	1.0	0.0	0.0	1.0	0.0	2.0	1.0	1.0	1.0	3.0	3.0	3.0	3.0	1.0	1.0	3.0	0.9664874	1.0	2.6666667
4	4	4	4	4	4	42	1	20	0	7.0	4.0	4.0	1.0	1.0	1.0	1.0	7.0	2.0	1.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	0.68068993	4.0	4.0
3	3	4	2	2	1	78	1	17	0	17.0	1.0	1.0	0.0	0.0	1.0	0.0		3.0	2.0	1.0	1.0	4.0	4.0	4.0	3.0	1.0	1.0	0.9664874	2.0	2.5
3	3	3	4	4	4	33	1	7	0	4.0	4.0	4.0	1.0	1.0	1.0	0.0	1.0	3.0	2.0	4.0	3.0	4.0	3.0	4.0	4.0	3.0	3.0	0.9664874	3.5	3.5
2	3	3	1	2	2	47	2	11	0	16.0	2.0	3.0	0.0	1.0	1.0	0.0	7.0	3.0	2.0	3.0	2.0	3.0	3.0	1.0	1.0	1.0	3.0	0.9664874	1.0	2.5
4	4	4	2	3	2	55	2	4	0	15.0	1.0	2.0	0.0	0.0	0.0	1.0	3.0	1.0	1.0	3.0	1.0	3.0	3.0	2.0	1.0	1.0	1.0	1.0316527	1.0	2.1666667
3	3	2	3	1	1	77	2	10	0	15.0	2.0	1.0	0.0	0.0	1.0	1.0		3.0	2.0	2.0	2.0	3.0	3.0	3.0	3.0	1.0	1.0	0.68068993	2.0	2.3333333
4	4	2	2	3	4	31	1	17	0	6.0	3.0	1.0	1.0	0.0	1.0	1.0		3.0	2.0	4.0	3.0	4.0	4.0	2.0	3.0	4.0	4.0	0.68068993	3.5	3.5
